exam,section,text_no,q_range,words,paragraphs,sentences,words_per_sentence,pct_outside_top5k,pct_outside_top8k,rare_words_per_sentence,domain,subject,shape,has_pivot,pivot_marker,opening_move,closing_move,is_biography,requires_outside_knowledge,key_reliability,passage
dec_2016,1,2,18-22,265,3,15,17.7,19.1,13.2,1.0,history,Bloomers and 19th-century dress reform,chronological_narrative,True,The dress reform movement was highly controversial,historical_date_anchor,last_fact,False,False,ok,"(1) The first half of the 19th century was not a comfortable time to be a woman. The conventional attire for women – multiple layers of fabric, stiff petticoats, and a corset pulled unbearably tight at the waist – weighed them down and restricted their movement. In the eyes of many women, dress reform had to be one of the first steps (5) toward women's liberation. Elizabeth Cady Stanton, a leading figure in the women's rights movement, argued that ""woman will never hold her true position, until . . . she casts away her swaddling clothes.""

During the spring of 1851, Elizabeth Smith Miller began experimenting with a new style of women's clothing. Her innovation featured Turkish trousers reaching the (10) ankle and a skirt that fell some four inches below the knee. Dressed in the new outfit, Miller visited Elizabeth Cady Stanton in Seneca Falls, New York, and introduced the new garment to her. The two women showed it to another friend, fellow activist Amelia Jenks Bloomer. Bloomer, who was the editor and publisher of The Lily, A Ladies' Journal, was intrigued by the liberating apparel. She wrote an article advocating (15) Miller's ""freedom dress"" or ""rational dress"". Before long, people began referring to this style as the ""bloomer costume"" or ""bloomers"".

The dress reform movement was highly controversial; many expressed disapproval and even outrage. Opposition to the ""ridiculous and indecent"" bloomers was so fierce that many feminists ceased wearing them after a few years. They believed that (20) the ridicule the outfit evoked was counterproductive to gaining rights for women. It would take several more decades for widespread dress reform to really take hold."
dec_2016,2,1,13-17,320,3,17,18.8,12.9,10.7,0.88,biography,Origins of Alice in Wonderland,chronological_narrative,False,,named_person,last_fact,True,False,ok,"(1) Charles Lutwidge Dodgson, a 19th-century English mathematician who lectured at Christ Church College in Oxford, is better known as Lewis Carroll, the children's book author. The fertile imagination so evident in his literary work served him well early on. As the eldest of thirteen children, Dodgson spent hours inventing games and stories to (5) keep his siblings entertained.

Dodgson's talent for amusing children never left him. He often escorted the daughters of his friend Henry Liddell, Dean of Christ Church College, on outings around Oxford. He captivated them with stories about the people and animals they saw. They particularly enjoyed visiting the university's Museum of Natural History and (10) rowing on the River Thames. One afternoon in July 1862, while Dodgson and the children were on the river, he spun a fantasy tale that featured different places in Oxford, references to natural history, and animals that acted like people. The wise dodo in the story, for example, was likely inspired by a painting of this extinct bird that Dodgson and the children had seen at the museum. The dodo was also a humorous (15) reference to Dodgson himself, who spoke with a stammer and sometimes pronounced his name Do-do-dodgson. The main character was based on Liddell's middle daughter, Alice.

Alice Liddell was delighted with the tale and begged Dodgson to write it down. Two years later, he presented her with a green leather notebook containing the story and (20) sketches he had drawn to go with it. In 1865, Alice's Adventures in Wonderland was published under the pen name Lewis Carroll, with pictures by the eminent illustrator John Tenniel. It went on to become one of the most beloved children's books ever. During Dodgson's lifetime, the book and its sequel, Through the Looking Glass, sold over 160,000 copies. Dodgson continued to teach at Christ Church College but (25) requested a reduced salary, claiming that the substantial income from his books was more than enough to meet his needs."
dec_2016,2,2,18-22,247,4,15,16.5,18.0,13.5,1.0,life_science,The evolving song of humpback whales,phenomenon_then_cause,True,Despite,striking_fact,open_question,False,False,ok,"(1) The haunting song of the humpback whale is one of nature's mysteries. Although likely heard by sailors for centuries, humpback songs were first recorded by U.S. Navy ships in the late 1950s off the coasts of Hawaii and Bermuda. Since then, scientists have been studying these complex sequences of moans, howls, and cries in order to (5) decipher their meaning.

Research has determined that the song of the humpback whale is constantly evolving. Each year, different sounds are joined together to create new sequences. As these are slowly incorporated into the existing song, some older patterns are lost completely. Thus, the song of a given whale population recorded in the 1970s bears (10) almost no resemblance to the song sung by the same population in the 1960s.

Despite the constantly changing nature of the song, all singers in the same ocean sing essentially the same version at any one time, though they may be separated by thousands of kilometers. Songs differ, however, from one ocean to another. Humpback whales in the Pacific, for instance, have a different song than humpback whales in the (15) Atlantic.

Why humpback whales sing remains an intriguing and complex question. There are several hypotheses about the function of the whales' song. The dominant one is that the song is primarily a display males put on to attract females. Others interpret the song as either a migratory signal that helps humpbacks navigate the oceans or a form of (20) sonar that enables males to locate females."
dec_2017,1,1,13-17,257,3,14,18.4,6.0,4.4,0.21,anthropology_culture,How seasons are defined worldwide,expository_descriptive,True,But,definition,summary_restatement,False,False,ok,"(1) The four seasons – winter, spring, summer, and fall – are the subject of countless songs, poems, and works of art. But many places in the world do not have four seasons. At the North and South Poles, for example, there are only two seasons. During the winter, it is extremely cold and most of the days are completely dark. Summer is (5) somewhat warmer, with continuous daylight. At the equator, on the other hand, the weather is always hot, and there are an equal number of hours of daylight and darkness all year round.

In many parts of the world, however, a season is not defined in terms of temperature or the number of daylight hours. In some countries – such as Costa Rica and the (10) Philippines – the year is divided into a rainy season and a dry one. In India, there are three seasons: winter, summer, and the monsoon season, when there are especially heavy rains and strong winds. In neighboring Bangladesh, there are six seasons, including the flood season and the drying-out season that follows.

Even people living in the same place sometimes define the seasons in different (15) ways. For example, in the northern tip of Australia, most people speak of the wet season, the dry season, and the buildup to the wet season. But the Yolngu, a native people of the area, divide the year into eight seasons, each with its own pattern of weather conditions, plant life, and animal behavior. No matter where they live, however, most people use seasons to mark the passage of time."
dec_2017,1,2,18-22,236,3,15,15.7,13.5,10.0,1.4,language_linguistics,Invention of the interrobang punctuation mark,chronological_narrative,True,however,definition,last_fact,False,False,ok,"(1) Punctuation marks, such as periods and commas, are symbols that make written texts easier to understand. Most of the punctuation marks used today were developed in Europe during the Middle Ages. In the 15th century, with the introduction of printed books, these symbols became standardized. Since then, punctuation marks have (5) changed very little.

In 1962, however, Martin K. Speckter, the editor of TYPEtalks magazine, created a new punctuation mark. Speckter disapproved of the tendency of writers to use question marks and exclamation marks together (?!?!) at the end of a question to express surprise or some other strong feeling. Speckter believed that such questions would look better (10) with a single punctuation mark that combined the two. He designed such a symbol (?!) and invited readers of his magazine to propose a name for it. The one he chose was ""interrobang"" – a combination of the word ""interrogative"", meaning question, and ""bang"", a name used by printers for an exclamation mark.

New and offbeat enough to suit the unconventional 1960s, the interrobang became (15) somewhat popular. The symbol was used for a time in magazines and newspapers, and the word was even included in English dictionaries. During the 1970s, however, the interrobang was nearly forgotten. Nonetheless, the punctuation mark still has some old fans and even some new ones, who have discovered it in recent years. ""Interrobang"" is also the name of several businesses, a few websites, and even a rock band."
dec_2017,2,1,13-17,219,3,13,16.8,20.4,14.3,1.23,biography,"Patience Wright, American wax sculptor",chronological_narrative,False,,named_person,irony_or_twist,True,False,ok,"(1) The first American sculptor to achieve international recognition was a woman named Patience Lovell Wright (1725-1786). For many years, Wright amused herself and her children by molding faces out of wax and bread dough. When her husband died in 1769, leaving her with five children to support, her hobby blossomed into a (5) profession. Before long, Wright was earning her living making portraits from colored wax.

In 1772, Wright moved to London, where she established a museum displaying likenesses of England's current celebrities. London's elite society was charmed by Wright's colorful character, her individualism and her often crude speech. Her business (10) venture was instantly successful. Wright would fashion her wax figures in her lap, hiding them under her apron while engaging her models and other visitors in conversation. She had, according to the artist-historian William Dunlap, an ""energetic wildness"" as she worked.

Among Wright's prestigious subjects were King George and Queen Charlotte. (15) Wright is said to have called the king ""Pharaoh"" and lectured him about his mistreatment of the American colonies. During the American Revolution, Wright openly expressed her support for the colonial cause, which damaged but did not destroy her popularity in British royal circles. It is believed that on a number of occasions she came to the rescue of the rebel colonists by providing intelligence regarding British (20) plans to subdue them."
dec_2017,2,2,18-22,250,4,14,17.9,16.9,10.4,0.43,business_economics,Planned obsolescence and throw-away culture,problem_then_explanation,True,However,quotation,future_speculation,False,False,ok,"(1) ""They don't make things like they used to!"" This comment is often made by people who remember a time when many products lasted a lifetime. Indeed, it was once the norm that household appliances, clothing, and other items remained in good condition for decades.

(5) Today, unfortunately, most manufacturers follow a policy of planned obsolescence. In order to keep customers coming back, they deliberately produce toys that break easily, home appliances that cannot be repaired, and light fixtures that are sealed so that burnt-out light bulbs cannot be changed. They discontinue replacement parts after just a few years and update computer software so that older versions can no longer be used. (10) Manufacturers also promote obsolescence indirectly by means of manipulative advertising. By aggressively marketing new clothing styles, models of cars, and electronics with innovative but unnecessary features, manufacturers induce in consumers a perceived need to acquire items they already own.

To a large degree, Western society has become a throw-away culture. As a result, (15) people waste time and money and may become caught up in a constant, restless pursuit of new things. The environment suffers, too: more trash goes into dump sites and more pollution is created by the production and transport of goods.

However, a countermovement is growing. More and more people favor vintage goods – second-hand items that have stood the test of time. Some websites offer high- (20) quality merchandise with long-term guarantees, and others provide instructions for repairing appliances. Such initiatives may eventually succeed in rendering planned obsolescence obsolete."
fall_2021,1,1,13-17,267,3,11,24.3,13.5,7.7,0.27,anthropology_culture,The role of Native American elders,expository_descriptive,False,,definition,summary_restatement,False,False,ok,"(1) Among the indigenous peoples of North America, there is an abiding respect for the elders of their communities. Elders, walking libraries of time-honored narratives and customs, have always kept alive the history of their tribes and passed on practices of earlier times. ""In the old days,"" notes Sidney Byrd, a Native American historian from (5) South Dakota, ""there would be a storyteller – an elder – who would go from house to house and tell the story of the Indian people from the beginning."" Indeed, it was through such oral traditions that social values and beliefs were maintained.

Elders do not adopt this title for themselves. Rather it is a term of respect that others in the tribe bestow upon them. An elder is not defined by age but is someone (10) who, in the course of his or her life, has gained the wisdom to make communal decisions that are both practical and true to their heritage. In earlier times, for example, elders would meet to make major decisions about which crops to plant, how to protect the village, when and where to hunt, and whether the tribe should move elsewhere.

Members of the community still seek advice from elders on all aspects of life. (15) Public events and ceremonies rarely take place before the elders have explained how and why different rituals are performed. Elders are also consulted by tribal leaders about far-reaching policy decisions, such as how to negotiate with government officials in land disputes. Elders constitute a valuable bridge between the past and the present and also help the younger generation to cope with the challenges of today."
fall_2021,1,2,18-22,193,2,9,21.4,15.7,12.4,1.33,natural_science,Proving Fermat's Last Theorem,chronological_narrative,True,Finally,historical_date_anchor,open_question,False,False,ok,"(1) In 1637, French mathematician Pierre de Fermat wrote a simple mathematical statement in the margin of his copy of Diophantus's Arithmetica, an ancient Greek text on mathematics. Alongside it he scribbled, ""I have discovered a truly marvelous proof of this proposition which this margin is too narrow to contain."" Though his proof has (5) never been found, the statement known as Fermat's Last Theorem has intrigued generations of mathematicians.

Despite the simplicity of the theorem – and Fermat's claim of proof – the world's best mathematical minds labored in vain for over 350 years to verify it. Prizes were offered and many proofs were presented, all of them flawed. Finally, in 1993, British (10) mathematician Andrew Wiles announced that he had formulated a correct proof. Wiles' assertion was subsequently confirmed, stunning the mathematical world. His proof, which is 129 pages long, is extremely complex and relies on modern mathematical techniques unknown to Fermat. Wiles had worked on it in total secrecy for seven years, developing original tools along the way. So, whilst Fermat's (15) theorem has finally been proven, the question still remains: what was the proof that Fermat could not fit in the margin of his book, and was it correct?"
fall_2021,2,1,13-17,312,3,17,18.4,7.1,4.1,0.41,history,The human search for gold,chronological_narrative,False,,historical_date_anchor,last_fact,False,False,ok,"(1) Although no one knows exactly when gold was first discovered, we do know that it was one of the first metals used by man. Gold cups made as early as 3500 B.C.E. have been found by archaeologists at Ur in Mesopotamia (now Iraq). Gold jewelry from about the same period has also been found in Egyptian tombs. The shape and style of (5) these objects suggest that, at the time they were made, people had been working with gold for hundreds of years and had attained a high level of craftsmanship.

One of the reasons that gold is extremely valuable is because it is so hard to find in large quantities. People have spent much time and energy searching for gold; some have even tried to make it. During the Middle Ages, scientists called alchemists tried (10) to make gold from other metals. Although they were not successful, modern scientists have been able to produce gold from lead and mercury. However, making even small quantities of gold in this way is extremely expensive and so most of the gold we use still comes from the earth.

Of the many explorers who searched for gold, the Spanish conquistadores are (15) perhaps the best known. During the 1500s, they found the precious metal in the lands of the Aztecs and the Incas. Around this time, a legend emerged about the existence of a land where gold was supposedly as common as sand. This land was called El Dorado, meaning ""covered with gold"". Throughout the centuries, many tried to find El Dorado. Although no one ever did, people continued to dream of finding gold and becoming (20) rich. In the 1800s, discoveries of gold in California, Australia, Alaska and South Africa led to what were known as gold rushes; thousands of people from all over the world travelled to these places in the hope of fulfilling their dream."
fall_2021,2,2,18-22,271,3,14,19.4,12.1,7.9,0.79,biography,Gary Larson and The Far Side,expository_descriptive,False,,named_person,quotation,True,False,ok,"(1) Gary Larson is the creator of The Far Side, one of the most successful cartoons of all time. The comic was published for 15 years and, at the height of its popularity, was featured daily in 1,900 newspapers. It was printed either in black and white or color, but always in a single-frame format. Larson also published 22 Far Side books, 21 of (5) which became best sellers. These books have been translated into 17 languages, and 33 million copies have been sold worldwide. Larson's announcement in 1995 that he would no longer be drawing The Far Side was met with dismay by fans all over the world. What better accolade could there be to a cartoonist's wit and talent?

A humorous commentary on human nature and societal norms, The Far Side has (10) been described as offbeat, surreal, unsettling, and often dark. The cartoon presents an unconventional perspective on how people in Western society live, interact with one another, and treat animals and the environment. It is sometimes thought-provoking, offering insight into human behavior and suggesting that people are not as sophisticated and superior as they imagine themselves to be.

(15) In addition to being a celebrated cartoonist, Larson is a philanthropist who is deeply committed to two issues: conservation and animal rights. In 2006, Larson donated all the profits from sales of calendars featuring Far Side cartoons to Conservation International, an American environmental organization. He frequently speaks out in favor of animal rights, taking advantage of his fame to bring attention to the cause. (20) Larson once declared, ""I don't believe in hell, but if I did, I would think of it as filled with people who were cruel to animals."""
feb_2015,1,1,13-17,263,3,16,16.4,17.2,12.1,1.19,technology_engineering,"The ancient water clock, or clepsydra",expository_descriptive,False,,definition,last_fact,False,False,ok,"(1) The water clock was one of the earliest devices for measuring time. Unlike the sundial, it did not depend on the observation of the sun or other celestial bodies. The water clock appears to have originated in Egypt around 2000 B.C.E. and was later used in ancient Greece and Rome. The Greeks named the device clepsydra, meaning ""water (5) thief.""

A simple clepsydra consisted of a stone container with sloping sides and a small hole in the base through which water dripped at a constant rate. As the water level dropped, the passage of time was measured by means of markings on the inside walls of the container. The ""drip-drip"" of water from the bottom of the clepsydra was the (10) ancient forerunner of the ""tick-tock"" of today's clocks. More complex clepsydras were developed over time. One type had two containers, one inside the other. Time was measured as the inner container filled with water from the larger one inside which it was placed.

Between 100 B.C.E. and 500 C.E., horologists and astronomers developed more (15) sophisticated, mechanized water clocks. These devices regulated the water pressure in order to make the flow of water steadier. New ways were found to display time: ringing bells, pointers and dials, little doors and windows that opened and shut. One of the most remarkable clepsydras was built in China by imperial astronomer Su Sung in the eleventh century C.E. Over 10 meters tall, the clock tower featured an automatically rotating globe (20) and five front panels that opened to reveal a series of figures holding tablets indicating the hour."
feb_2015,1,2,18-22,250,3,13,19.2,15.9,10.3,1.46,life_science,Psychological enrichment for zoo animals,problem_then_explanation,True,however,scene,summary_restatement,False,False,ok,"(1) For five meerkats at the London Zoo, home is a tiny plot of rocks and sand. It is quite different from the southern African drylands, the natural home of these sociable little animals. In fact, life in London can be so dull that it sends the meerkats into long bouts of apathy.

(5) Lately, however, life has improved for the unhappy captives thanks to the installation of a 50-centimeter-long plastic pipe full of holes, suspended from the ceiling of the meerkats' cage. Inside the pipe is a mixture of sawdust and live mealworms. For the meerkats, this simple device brings a touch of excitement – it provides a satisfying hunt as well as a tasty meal. Visitors to the zoo also benefit: they are able to watch lively (10) animals instead of sleeping balls of fur.

The mealworm dispenser seems simple enough, but the concept behind it – putting some spice into the lives of zoo animals – is surprisingly recent. For decades, attempts have been made to keep caged monkeys and other primates occupied, but until recently little attention was paid to the psychological needs of other zoo animals. Two years (15) ago, the Zoological Society of London and the Federation for Animal Welfare decided to take a scientific look at the problem. As a result, the four veterinarians who take care of the animals' physical needs have been joined by Dr. David Sheperdson, who attends to their psychological well-being. His job is to make the meerkats and other animals in the London Zoo happier."
feb_2015,2,1,13-17,217,4,14,15.5,14.7,8.8,0.43,language_linguistics,Animal communication versus human language,comparison_of_two_things,False,,definition,summary_restatement,False,False,ok,"(1) Speech is a uniquely human activity, but many animals have their own ways of communicating. Bees indicate the locations of food sources by performing elaborate dances. Ants leave trails of chemicals for other ants to follow.

Certain qualities distinguish animal from human communication. Unlike human (5) language, animal communication is not abstract; it conveys information about specific events or physical objects. This concrete mode of communication can be used neither to think about time – past, present, or future – nor to communicate new ideas.

Many animals use sounds to communicate. Recordings of animal sounds made under natural conditions suggest that birds and mammals have ""vocabularies"" ranging (10) from five to thirty distinct calls. The small number of animal calls contrasts sharply with the thousands of words used in human speech. Most scientists believe that animal calls are primarily instinctive, automatic responses to certain situations – expressions of pleasure, alarm, warning, and so on. With rare exceptions, animal calls, unlike human vocabularies, are not learned, nor can they be applied to novel situations.

(15) Extensive research has been conducted in order to find out if apes can be taught symbolic language. Some studies indicate that this may be possible, but their conclusions are still subject to debate. In general, scientists agree that animal communication lacks the infinite flexibility and creativity of human language."
feb_2015,2,2,18-22,306,3,15,20.4,15.8,10.8,0.87,business_economics,Books bundled with Italian newspapers,expository_descriptive,False,,striking_fact,last_fact,False,False,ok,"(1) A recent article in the Financial Times showcased a highly successful marketing scheme aimed at increasing circulation in the Italian newspaper industry. Daily newspapers are now packaged together with a book. The cost of such a package is higher than that of a newspaper alone, but below what one would pay for a book in a bookshop. (5) This innovative marketing ploy was first devised in the 1990s, when Italian newspapers were suffering severe losses as a result of a decline in advertising. In an effort to increase sales, publishers offered a free CD or magazine with each paper. Later, however, the add-on products became high-quality books, including novels and volumes of poetry.

La Repubblica, which now sells about 630,000 papers a day, set the ball rolling by (10) issuing a series of 20th-century literary classics. The first book in the series was given away free, but subsequent volumes were sold with the newspaper at a discounted price. Public response exceeded all expectations and Corriere della Sera, which outsells La Repubblica by a margin of 50,000 copies a day, countered with its own series. Both newspapers have since issued collections of comic books, encyclopedias, art, poetry, and (15) history books. Other Italian nationals, including La Stampa, Il Messaggero, and Il Giornale, as well as an array of local newspapers, have imitated the promotion. ""Books have now become an essential supplement to newspapers,"" says Francesco Cesati of FIEG, the Italian newspaper publishers' association.

The venture has dramatically increased profits, enabling newspaper publishers to (20) enhance their products with colorful layouts and new formats. Moreover, the practice has turned the Italian book market on its head, transforming newspaper kiosks into small bookshops. According to Rosalba Rattalino, a researcher at a Milan-based think tank called Eurisko, these promotions have reached Italians who are unlikely to set foot in a bookshop, reigniting their interest in reading."
feb_2016,1,1,13-17,232,3,12,19.3,12.3,7.1,0.5,arts_literature,Blue Willow china and its legend,expository_descriptive,True,There is some dispute,striking_fact,summary_restatement,False,False,ok,"(1) Blue Willow china is perhaps the most famous and most popular tableware ever produced in Britain. Indeed, most British households boast at least a piece or two. The traditional blue-and-white dishes were first made in Staffordshire, England, in the late 1700s by the Caughley Porcelain company. The design has been attributed to Thomas (5) Minton, an apprentice engraver at Caughley. It features a large house, a bridge, and a pair of love birds above a willow tree and is said to be based on an old Chinese love story:

Long ago, the beautiful daughter of a wealthy man fell in love with a humble servant called Chang. Her father, who planned for her to marry a powerful duke, was (10) outraged. He dismissed Chang from service and built a high fence around his house to keep the lovers apart. His daughter, he declared, would wed the duke on the day that the first blossom fell from the willow tree. But on that day, the daughter and Chang fled, escaping across a bridge. When the father caught up with the couple, they were miraculously transformed into birds and fluttered beyond his reach.

(15) There is some dispute as to the authenticity of this tale: There are those who claim that Minton simply made it up in order to generate interest in his wares. Whatever the case may be, the love birds remain immortalized in blue-and-white porcelain."
feb_2016,1,2,18-22,313,5,12,26.1,16.3,12.7,1.83,anthropology_culture,The etiquette of the handshake,expository_descriptive,True,Yet,definition,quotation,False,False,ok,"(1) Though forms of greeting vary from culture to culture, the handshake is perhaps the most universal gesture used when two people meet. Yet, as attested to by the abundance of ""how-to"" guides available on the Internet, even this seemingly simple act can be carried out and understood in a myriad of ways.

(5) The finer points of how to shake hands are not a new concern. Emily Post, the legendary authority on good manners, addressed this subject in her 1922 manual, Etiquette in Society, in Business, in Politics, and at Home. Though much has changed in the world since Post's time, particularly with regard to the status of women, some of the points she makes still pertain:

(10) A handshake often creates a feeling of liking or of irritation between two strangers. Who does not dislike a ""boneless"" hand extended as though it were a spray of sea-weed, or a miniature boiled pudding? It is equally annoying to have one's hand clutched aloft in grotesque affectation and shaken violently sideways, as though it were being used to clean a spot out (15) of the atmosphere. What woman does not wince at the viselike grasp that cuts her rings into her flesh and temporarily paralyzes every finger?

The proper handshake is made briefly; but there should be a feeling of strength and warmth in the clasp, and, as in bowing, one should at the same time look into the countenance of the person whose hand one takes.

(20) In giving her hand to a foreigner, a married woman always relaxes her arm and fingers, as it is customary for him to lift her hand to his lips. But by a relaxed hand is not meant a wet rag; a hand should have life even though it be passive. A woman should always allow a man who is only an acquaintance to shake her hand; she should never shake his."
feb_2016,2,1,13-17,186,3,10,18.6,16.7,10.6,1.0,biography,Arnold Lobel's children's books,expository_descriptive,False,,named_person,quotation,True,False,ok,"(1) Arnold Lobel died in 1987, leaving behind a legacy of enduring and endearing children's books, including the beloved Frog and Toad series. Widely praised for their wit and wisdom, Lobel's books have been translated into many languages and are read throughout the world. Even today, over forty years after their initial publication, the (5) books continue to be reprinted, used in classrooms, and enjoyed by children everywhere.

Lobel had a unique ability to craft stories that appeal to children and parents alike. Though his language is simple and clear and his sentences short, Lobel's ""easy readers"" are nevertheless humorous, emotion-packed, insightful, and full of exuberant dialogue. (10) Furthermore, his quirky animal characters have very human personalities with a hint of both naivete and sophistication.

Lobel's illustrations were also highly original. There was, for example, a certain shade of green – slime green – that other artists would not go near, and yet Lobel used it to beautiful effect. Sometimes, the results of his creativity surprised even Lobel (15) himself. Some months before he died, he viewed the proofs for one of his last books and remarked: ""I can't believe I did this."""
feb_2016,2,2,18-22,295,3,14,21.1,14.8,8.7,1.14,business_economics,Decline of Ecuador's Panama hat weaving,problem_then_explanation,True,Sadly,striking_fact,last_fact,False,False,ok,"(1) Panama hats have graced the heads of Winston Churchill, Nikita Khrushchev, Humphrey Bogart and Michael Jordan, to name but a few. Hand-woven, handsome and of superior quality, Panama hats have been a symbol of elegance, luxury and style for over a century.

(5) In the town of Montecristi in Ecuador, one of the main centers of production, master craftsmen still ply their trade, creating the famous hats from straw. Depending on the thickness of the straw and the quality of the weave – standard, fine or superfine – it can take anywhere from a day to several months to make a Panama hat. The finest of them – Superfinos – can sell for hundreds or even thousands of dollars and are much sought (10) after by customers abroad. Sadly, the weavers are rarely compensated adequately, and the profits go to the foreign dealers who buy the hats from them for a pittance. Moreover, cheap, mass-produced straw hats abound. As a result, the industry has been in decline for several years. In Montecristi, where there were 2,000 master weavers just two generations ago, only 20 remain. The weavers, now in their 70s and 80s, shake (15) their heads when asked if their children are learning the trade. Because of Ecuador's recent economic crisis, many young people have left the area to look for better jobs elsewhere, and those who remain are not keen to learn the painstaking, backbreaking craft of fine weaving.

U.S. businessman Brent Black has taken upon himself the task of breathing new life (20) into the art of fine hat weaving in Montecristi. He believes the key to success is ensuring that the weavers earn a decent living from their craft. To this end, Black pays them significantly more than other dealers do and is rekindling the market with extensive advertising campaigns."
feb_2017,1,1,13-17,276,4,15,18.4,13.2,8.9,0.73,arts_literature,Robinson Crusoe and Alexander Selkirk,expository_descriptive,True,Most scholars believe,named_person,last_fact,False,False,ok,"(1) Daniel Defoe's adventure classic Robinson Crusoe (1719) tells the story of a headstrong English youth who goes to sea against his parents' wishes. Many years later, after a series of voyages and misfortunes, he ends up shipwrecked on an island off the coast of South America.

(5) Robinson Crusoe is stunned to discover that he is the ship's only survivor – apart from a dog and two cats – but he slowly begins to make a new life for himself. Having fetched tools and supplies from the ship before it sank, he builds himself a small house and learns to hunt, grow crops and raise goats. Crusoe keeps track of time by making marks on a piece of wood. Many years later he discovers another man on the island, (10) who becomes his loyal helper. One day a ship arrives and Crusoe sails back to England, having spent 28 years, 2 months and 19 days on the island.

Most scholars believe that Defoe based his main character on a young Scotsman of his day, Alexander Selkirk. Selkirk had run away to sea and joined a ship's crew. After quarrelling with the ship's captain, he asked to be put ashore on a small island. He lived (15) alone on the island for over four years before being rescued by another ship. Published accounts of Selkirk's adventures were widely read and Defoe would have been familiar with them. Using his vivid imagination, he elaborated on the facts to create a story of his own.

Defoe's Robinson Crusoe has been a favourite among children and adults alike (19) since it first appeared. Translated into dozens of languages, the novel continues to be (20) read by people around the world today."
feb_2017,1,2,18-22,334,4,18,18.6,19.0,15.3,1.83,environment,Starlings introduced to North America,chronological_narrative,True,Even bird lovers admit,historical_date_anchor,summary_restatement,False,False,ok,"(1) Towards the end of the nineteenth century, a wealthy manufacturer named Eugene Schieffelin released a hundred starlings into New York City's Central Park. At the time, he was chairman of the American Acclimatization Society, an organization dedicated to introducing European plants and animals into North America. His dream was to bring (5) to the United States every bird mentioned in the works of English playwright William Shakespeare.

For the first few years after they were set loose, the starlings rarely strayed beyond Central Park and the surrounding area. But then they began to spread their wings. Their range expanded, and by 1950 starlings could be found from coast to coast, as far (10) north as Canada's Hudson Bay and as far south as Mexico. As they adapted to climates as varied as those of snowy Alaska and subtropical Florida, their numbers surged. Today there are more than 200 million of them in North America.

Even bird lovers admit that starlings have become quite a problem. Apart from the fact that they reproduce with alarming vigor, starlings are known to attack bluebirds, (15) woodpeckers and other birds, often driving them out of their natural habitats. Furthermore, starlings are willing and able to eat anything. Roosting in hordes of up to a million, they can devour vast quantities of crops. A cloud of starlings has been known to gobble up 20 tons of potatoes in a single day. As one ornithologist notes, ""Starlings do nothing in moderation.'' The birds also wreak havoc with air traffic, sometimes with (20) tragic results. In 1960, an airplane that had just taken off from Boston's Logan Airport plummeted to the ground when a flock of 10,000 starlings flew into its path, crippling its engines.

Eugene Schieffelin's successful introduction of the starling into North America continues to haunt Americans to this day. As is so often the case when species are (25) imported across oceans and continents, Schieffelin was not thinking about possible long-term repercussions. His project and its aftermath are a good lesson on the consequences of meddling with nature."
feb_2017,2,1,13-17,275,3,18,15.3,13.3,9.6,0.56,history,The invention of standard time zones,problem_then_explanation,True,Not all countries embraced the idea immediately,historical_date_anchor,last_fact,False,False,ok,"(1) Until the late nineteenth century, timekeeping was a local matter. Most towns had a central clock that was set to twelve o'clock each afternoon when the sun reached its zenith. People would adjust their pocket watches and clocks to correspond to the time shown on their town's main clock. Travel between cities meant having to reset one's (5) pocket watch upon arrival. Once railroads began moving people rapidly across great distances, timekeeping became much more complicated. Because nearly every station had a different local time, preparing reliable train schedules was next to impossible.

In 1876, Sir Sandford Fleming, an engineer for the Canadian Pacific Railway, missed a train because of a flawed timetable. Forced to spend the night at the station, (10) Fleming determined to impose order where there was none by creating a universal standard time. Two years later, Fleming proposed a system of worldwide time zones much like the one used today. He divided the map of the world into 24 time zones, with a one-hour time difference between one zone and the next. Almost immediately, railroad companies adopted Fleming's principle of standard time zones.

(15) Fleming's idea was heralded by politicians and businessmen as a brilliant solution. In 1884, an international conference was held in Washington, D.C., to formalize the application of worldwide time zones. The conference established a prime meridian – a common point of reference from which all countries and regions would measure distances and time zones around the earth. Greenwich, England, was designated as this (20) point. Not all countries embraced the idea immediately. The U.S., for example, did not pass the Standard Time Act until 1918. Today, almost all countries use standard international time zones."
